Sample ID (TARA_barcode#, registered at ...)	Sample ID (BioSamples accession number (...)	Sample ID (ENA sample accession number (...)	Basis	Campaign	Station (TARA_station#, registered at ...)	Method/Device	Event	Date/Time	Latitude	Longitude	Env feature ([abbreviation], full name (EN...)	Depth, nominal (from which this sample was co...)	Depth top [m] (from which this sample was co...)	Depth bot [m] (from which this sample was co...)	Fraction lower [µm] (used on board to prepare samp...)	Fraction upper [µm] (used on board to prepare samp...)	Sample material (TARA_station#_environmental-f...)	Sample method (short label describing the ta...)	Sample label (TARA_event-datetime_station#_...)	Env feature (about the thickness of the la...)	Env feature (about the pelagic zone (e.g. ...)	Env feature (about the light environment (...)	Env feature (about the oxygen environment ...)	Env feature (about the nutrient environmen...)	Env feature (about the aggregation of phot...)	Env feature (about vertical stratification...)	Env feature (about connectivity with the b...)	Env feature (about other information provi...)	Env feature (about the oxygen environment ...)	Env feature (about the nutrient environmen...)	Env feature (about the aggregation of phot...)	Kd490 [1/m] (at the sampling location and ...)	Kd490 [1/m] (at the sampling location for ...)	Kd490 [1/m] (at the sampling location for ...)	Kd490 [1/m] (at the sampling location for ...)	Kd490 [1/m] (at the sampling location for ...)	bbp470 [1/m] ((443 nm) at the sampling loca...)	acCDOM [1/m] ((443 nm) at the sampling loca...)	Kd(PAR) [1/m] (Kd(PAR)1 is calculated for a ...)	Kd(PAR) [1/m] (Kd(PAR)2 is calculated for a ...)	z(SD) [m] (Measured in situ)	z(eu) [m] (at the sampling location for ...)	z(eu) [m] (zeu(0.415) is the depth of th...)	z(eu) [m] (zeu(0.415) is the depth of th...)	z(eu) [m] (zeu(0.415) is the depth of th...)	UMLD [m] (based on sigma theta, calcula...)	UMLD [m] (based on temperature, calcula...)	D chl m [m] (calculated from in situ senso...)	Depth max Brunt Väisälä freq [m] (calculated from in situ senso...)	Depth max O2 [m] (calculated from in situ senso...)	Depth min O2 [m] (calculated from in situ senso...)	Depth nitracline [m] (calculated from in situ senso...)	Temp [°C] (at a depth of 10 m, below the...)	Temp [°C] (at the base of the euphotic z...)	Temp [°C] (at the base of the euphotic z...)	Temp [°C] (at the depth of the mixed lay...)	Temp [°C] (at the depth of the mixed lay...)	Temp [°C] (at the depth of maximum chlor...)	Temp [°C] (at the depth of maximum Brunt...)	Temp [°C] (at the depth of maximum oxyge...)	Temp [°C] (at the depth of minimum oxyge...)	Temp [°C] (at the depth of the nitraclin...)	Sal (at a depth of 10 m, below the...)	Sal (at the base of the euphotic z...)	Sal (at the base of the euphotic z...)	Sal (at the depth of the mixed lay...)	Sal (at the depth of the mixed lay...)	Sal (at the depth of maximum chlor...)	Sal (at the depth of maximum Brunt...)	Sal (at the depth of maximum oxyge...)	Sal (at the depth of minimum oxyge...)	Sal (at the depth of the nitraclin...)	Sigma-theta [kg/m**3] (at a depth of 10 m, below the...)	Sigma-theta [kg/m**3] (at the base of the euphotic z...)	Sigma-theta [kg/m**3] (at the base of the euphotic z...)	Sigma-theta [kg/m**3] (at the depth of the mixed lay...)	Sigma-theta [kg/m**3] (at the depth of the mixed lay...)	Sigma-theta [kg/m**3] (at the depth of maximum chlor...)	Sigma-theta [kg/m**3] (at the depth of maximum Brunt...)	Sigma-theta [kg/m**3] (at the depth of maximum oxyge...)	Sigma-theta [kg/m**3] (at the depth of minimum oxyge...)	Sigma-theta [kg/m**3] (at the depth of the nitraclin...)	N**2 [1/s**2] (at a depth of 10 m, below the...)	N**2 [1/s**2] (at the base of the euphotic z...)	N**2 [1/s**2] (at the base of the euphotic z...)	N**2 [1/s**2] (at the depth of the mixed lay...)	N**2 [1/s**2] (at the depth of the mixed lay...)	N**2 [1/s**2] (at the depth of maximum chlor...)	N**2 [1/s**2] (at the depth of maximum Brunt...)	N**2 [1/s**2] (at the depth of maximum oxyge...)	N**2 [1/s**2] (at the depth of minimum oxyge...)	N**2 [1/s**2] (at the depth of the nitraclin...)	Chl a [mg/m**3] (at a depth of 10 m, below the...)	Chl a [mg/m**3] (at the base of the euphotic z...)	Chl a [mg/m**3] (at the base of the euphotic z...)	Chl a [mg/m**3] (at the depth of the mixed lay...)	Chl a [mg/m**3] (at the depth of the mixed lay...)	Chl a [mg/m**3] (at the depth of maximum chlor...)	Chl a [mg/m**3] (at the depth of maximum Brunt...)	Chl a [mg/m**3] (at the depth of maximum oxyge...)	Chl a [mg/m**3] (at the depth of minimum oxyge...)	Chl a [mg/m**3] (at the depth of the nitraclin...)	OXYGEN [µmol/kg] (at a depth of 10 m, below the...)	OXYGEN [µmol/kg] (at the base of the euphotic z...)	OXYGEN [µmol/kg] (at the base of the euphotic z...)	OXYGEN [µmol/kg] (at the depth of the mixed lay...)	OXYGEN [µmol/kg] (at the depth of the mixed lay...)	OXYGEN [µmol/kg] (at the depth of maximum chlor...)	OXYGEN [µmol/kg] (at the depth of maximum Brunt...)	OXYGEN [µmol/kg] (at the depth of maximum oxyge...)	OXYGEN [µmol/kg] (at the depth of minimum oxyge...)	OXYGEN [µmol/kg] (at the depth of the nitraclin...)	[NO3]- [µmol/l] (at a depth of 10 m, below the...)	[NO3]- [µmol/l] (at the base of the euphotic z...)	[NO3]- [µmol/l] (at the base of the euphotic z...)	[NO3]- [µmol/l] (at the depth of the mixed lay...)	[NO3]- [µmol/l] (at the depth of the mixed lay...)	[NO3]- [µmol/l] (at the depth of maximum chlor...)	[NO3]- [µmol/l] (at the depth of maximum Brunt...)	[NO3]- [µmol/l] (at the depth of maximum oxyge...)	[NO3]- [µmol/l] (at the depth of minimum oxyge...)	[NO3]- [µmol/l] (at the depth of the nitraclin...)
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN_2.tab:TARA_B100001996	SAMEA2623370	ERS493788	SV Tara	TARA_20111124Z	TARA_138	Rosette Vertical Sampling System	TARA_20111211T1332Z_138_Combined-EVENTS_CAST	2011-12-11T13:27	6.3378	-102.9538	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	60	55	64	0.22	3	TARA_138_DCM_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20111211T1332Z_138_Combined-EVENTS_CAST_DCM_(60m)_SEQ-(10L-or-15min)_W0.22-3_B100001996	discrete depth	within the epipelagic zone (ENVO:00000209)	within the photic zone (ENVO:00000209)	none	none	<10 m from a strong peak in chlorophyll fluorescence	none	none	none	presence of an oxygen minimum zone (ENVO:01000065) at the sampling location, with dissolved oxygen concentrations <50 micromoles per kilogramme	none	presence of a strong peak in chlorophyll fluorescence at the sampling location				0.034544173628092	0.051352126523852	0.001112675177865	0.00936383055523			19	88.358325958252	68			26	42	50	53	14	120	48	26.5782			26.6044	26.3871	21.793	20.5338	26.5846	13.4662	23.2192	33.7502			33.7944	34.0922	34.7094	34.7523	33.7526	35.0882	34.6402	21.7934			21.8195	22.1121	23.9373	24.3136	21.7935	26.246	23.4803	6.2E-08			5.5364E-05	0.00064268	0.0018596	0.0010335	3.481E-06	3.9353E-05	0.0027337	0.00096578			0.043654	0.13675	0.35238	0.35606	0	0.04778	0.29151	195.5633			194.781	185.9896	111.1251	81.6107	195.7084	15.885	135.4758	0.74446			1.7128	1.2435	7.6732	15.9321	2.5233	30.638	3.11
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN_2.tab:TARA_R100000781	SAMEA2623385	ERS493803	SV Tara	TARA_20111124Z	TARA_138	Rosette Vertical Sampling System	TARA_20111211T1332Z_138_Combined-EVENTS_CAST	2011-12-11T13:27	6.3378	-102.9538	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	60	55	64	<0.22	0.22	TARA_138_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20111211T1332Z_138_Combined-EVENTS_CAST_DCM_(60m)_SEQ-(FeCl3)_W<0.22_R100000781	discrete depth	within the epipelagic zone (ENVO:00000209)	within the photic zone (ENVO:00000209)	none	none	<10 m from a strong peak in chlorophyll fluorescence	none	none	none	presence of an oxygen minimum zone (ENVO:01000065) at the sampling location, with dissolved oxygen concentrations <50 micromoles per kilogramme	none	presence of a strong peak in chlorophyll fluorescence at the sampling location				0.034544173628092	0.051352126523852	0.001112675177865	0.00936383055523			19	88.358325958252	68			26	42	50	53	14	120	48	26.5782			26.6044	26.3871	21.793	20.5338	26.5846	13.4662	23.2192	33.7502			33.7944	34.0922	34.7094	34.7523	33.7526	35.0882	34.6402	21.7934			21.8195	22.1121	23.9373	24.3136	21.7935	26.246	23.4803	6.2E-08			5.5364E-05	0.00064268	0.0018596	0.0010335	3.481E-06	3.9353E-05	0.0027337	0.00096578			0.043654	0.13675	0.35238	0.35606	0	0.04778	0.29151	195.5633			194.781	185.9896	111.1251	81.6107	195.7084	15.885	135.4758	0.74446			1.7128	1.2435	7.6732	15.9321	2.5233	30.638	3.11
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN_2.tab:TARA_N000002997	SAMEA2623397	ERS493829	SV Tara	TARA_20111124Z	TARA_138	Rosette Vertical Sampling System	TARA_20111211T2040Z_138_Combined-EVENTS_CAST	2011-12-11T20:37	6.3559	-103.0598	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	450	440	458	0.8	3	TARA_138_MES_0.8-3	SEQ-(100L-or-15min)_W0.8-3	TARA_20111211T2040Z_138_Combined-EVENTS_CAST_MES_(450m)_SEQ-(100L-or-15min)_W0.8-3_N000002997	discrete depth	between 400-800 m, within the mesopelagic zone (ENVO:00000213)	within the aphotic zone (ENVO:00000210)	near a marine oxygen minimum zone (ENVO:01000065), <50 m from a minimum dissolved oxygen concentration, with values <10 micromoles per kilogramme	none	none	none	none	none	presence of an oxygen minimum zone (ENVO:01000065) at the sampling location, with dissolved oxygen concentrations <10 micromoles per kilogramme	presence of a weak nutricline (ENVO:01000260) at the sampling location, with a change in nitrate concentrations of 5-10 micromoles per kilogramme between 10 m and the depth of the nutricline	presence of a strong peak in chlorophyll fluorescence at the sampling location										19		70			21	38	45	49	15	482	49	26.6386	23.8542	18.8311	26.613	26.5288	24.308	21.0878	26.6273	7.9315	21.0878	33.804	34.5482	34.7721	33.8275	33.9936	34.5139	34.7472	33.8118	34.7661	34.7472	21.8147	23.2256	24.7722	21.8412	21.9935	23.0651	24.1601	21.8245	26.9808	24.1601	1.3503E-05	0.0025443	0.00047225	3.2559E-05	0.0010554	0.0015102	0.0011069	1.1217E-05	4.7519E-05	0.0011069	0.0044974	0.44491	0.44176	0.027672	0.17979	0.44176	0.44491	0.02955	0	0.44491	196.9746	121.8731	51.6872	197.2452	193.9835	154.7674	100.5283	197.2486	0.96655	100.5283	1.6393	5.017	21.1176	1.5415	0.54523	3.4009	7.5103	-0.33378	36.3584	7.5103
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN_2.tab:TARA_B100002003	SAMEA2623390	ERS493822	SV Tara	TARA_20111124Z	TARA_138	Rosette Vertical Sampling System	TARA_20111211T2040Z_138_Combined-EVENTS_CAST	2011-12-11T20:37	6.3559	-103.0598	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	450	440	458	0.22	3	TARA_138_MES_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20111211T2040Z_138_Combined-EVENTS_CAST_MES_(450m)_SEQ-(10L-or-15min)_W0.22-3_B100002003	discrete depth	between 400-800 m, within the mesopelagic zone (ENVO:00000213)	within the aphotic zone (ENVO:00000210)	near a marine oxygen minimum zone (ENVO:01000065), <50 m from a minimum dissolved oxygen concentration, with values <10 micromoles per kilogramme	none	none	none	none	none	presence of an oxygen minimum zone (ENVO:01000065) at the sampling location, with dissolved oxygen concentrations <10 micromoles per kilogramme	presence of a weak nutricline (ENVO:01000260) at the sampling location, with a change in nitrate concentrations of 5-10 micromoles per kilogramme between 10 m and the depth of the nutricline	presence of a strong peak in chlorophyll fluorescence at the sampling location										19		70			21	38	45	49	15	482	49	26.6386	23.8542	18.8311	26.613	26.5288	24.308	21.0878	26.6273	7.9315	21.0878	33.804	34.5482	34.7721	33.8275	33.9936	34.5139	34.7472	33.8118	34.7661	34.7472	21.8147	23.2256	24.7722	21.8412	21.9935	23.0651	24.1601	21.8245	26.9808	24.1601	1.3503E-05	0.0025443	0.00047225	3.2559E-05	0.0010554	0.0015102	0.0011069	1.1217E-05	4.7519E-05	0.0011069	0.0044974	0.44491	0.44176	0.027672	0.17979	0.44176	0.44491	0.02955	0	0.44491	196.9746	121.8731	51.6872	197.2452	193.9835	154.7674	100.5283	197.2486	0.96655	100.5283	1.6393	5.017	21.1176	1.5415	0.54523	3.4009	7.5103	-0.33378	36.3584	7.5103
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN_2.tab:TARA_R100000789	SAMEA2623403	ERS493835	SV Tara	TARA_20111124Z	TARA_138	Rosette Vertical Sampling System	TARA_20111211T2040Z_138_Combined-EVENTS_CAST	2011-12-11T20:37	6.3559	-103.0598	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	450	440	458	<0.22	0.22	TARA_138_MES_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20111211T2040Z_138_Combined-EVENTS_CAST_MES_(450m)_SEQ-(FeCl3)_W<0.22_R100000789	discrete depth	between 400-800 m, within the mesopelagic zone (ENVO:00000213)	within the aphotic zone (ENVO:00000210)	near a marine oxygen minimum zone (ENVO:01000065), <50 m from a minimum dissolved oxygen concentration, with values <10 micromoles per kilogramme	none	none	none	none	none	presence of an oxygen minimum zone (ENVO:01000065) at the sampling location, with dissolved oxygen concentrations <10 micromoles per kilogramme	presence of a weak nutricline (ENVO:01000260) at the sampling location, with a change in nitrate concentrations of 5-10 micromoles per kilogramme between 10 m and the depth of the nutricline	presence of a strong peak in chlorophyll fluorescence at the sampling location										19		70			21	38	45	49	15	482	49	26.6386	23.8542	18.8311	26.613	26.5288	24.308	21.0878	26.6273	7.9315	21.0878	33.804	34.5482	34.7721	33.8275	33.9936	34.5139	34.7472	33.8118	34.7661	34.7472	21.8147	23.2256	24.7722	21.8412	21.9935	23.0651	24.1601	21.8245	26.9808	24.1601	1.3503E-05	0.0025443	0.00047225	3.2559E-05	0.0010554	0.0015102	0.0011069	1.1217E-05	4.7519E-05	0.0011069	0.0044974	0.44491	0.44176	0.027672	0.17979	0.44176	0.44491	0.02955	0	0.44491	196.9746	121.8731	51.6872	197.2452	193.9835	154.7674	100.5283	197.2486	0.96655	100.5283	1.6393	5.017	21.1176	1.5415	0.54523	3.4009	7.5103	-0.33378	36.3584	7.5103
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN_2.tab:TARA_B100002019	SAMEA2623426	ERS493877	SV Tara	TARA_20111124Z	TARA_140	High Volume Peristaltic Pump	TARA_20111221T1620Z_140_EVENT_PUMP	2011-12-21T16:20	7.4122	-79.3017	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_140_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20111221T1620Z_140_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100002019	discrete depth	within the epipelagic zone (ENVO:00000209)	at the top of the photic zone (ENVO:00000209)	none	<50 m from a strong nutricline (ENVO:01000260), with a difference in nitrate concentrations of >10 micromoles per kilogramme between 10 m and the depth of the nutricline	none	none	none	none	presence of an oxygen minimum zone (ENVO:01000065) at the sampling location, with dissolved oxygen concentrations <10 micromoles per kilogramme	presence of a strong nutricline (ENVO:01000260) at the sampling location, with a change in nitrate concentrations of >10 micromoles per kilogramme between 10 m and the depth of the nutricline	none		0.0595	0.053142	0.050692757591605	0.079170852899551	0.001885695557576	0.017785106785595	0.107597542	0.090176924	14	60.5803833007812	51	39	47	11	26	23	42	14	360	52	26.491	23.6186	21.4205	26.4922	26.2974	26.4693	23.0463	26.519	9.6629	17.6992	29.1499	33.3828	34.0417	29.1767	31.9391	31.7779	33.4163	29.5693	34.8719	34.7381	18.3765	22.4166	23.5352	18.3962	20.5253	20.3509	22.6071	18.6818	26.79	25.027	0.00022077	0.00092219	0.0032881	0.00028163	0.00048743	0.00080412	0.001235	0.0014795	2.317E-06	0.0021849	0.072174	0.2804	0.193	0.073566	0.43287	0.4307	0.24386	0.10559	0	0.18188	205.073	116.5286	76.369	205.2409	169.6568	172.0144	106.204	202.5407	0.92684	47.7563	-4.1551	4.5985	10.3652	-4.5044	-2.897	-4.0547	5.1224	-4.492	32.5307	16.2011
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN_2.tab:TARA_B100001939	SAMEA2623446	ERS493914	SV Tara	TARA_20111230Z	TARA_141	High Volume Peristaltic Pump	TARA_20111230T1335Z_141_EVENT_PUMP	2011-12-30T13:35	9.8481	-80.0454	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_141_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20111230T1335Z_141_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100001939	discrete depth	within the epipelagic zone (ENVO:00000209)	at the top of the photic zone (ENVO:00000209)	none	none	none	none	none	none	none	presence of a strong nutricline (ENVO:01000260) at the sampling location, with a change in nitrate concentrations of >10 micromoles per kilogramme between 10 m and the depth of the nutricline	none															10	34	38	66	13	488	968	27.3208			27.3208	27.1269	27.0247	25.1581	27.6268	9.0082	5.2599	34.8189			34.8189	35.9132	35.919	36.7767	35.4299	35.1765	35.0779	22.3576			22.3576	23.2416	23.2791	24.5116	22.7164	27.1362	27.5862	0.0013905			0.0013905	0.00020303	4.0552E-05	0.00058277	0.00041091	1.852E-06	4.023E-06	0.12533			0.12533	0.15784	0.17791	0.096005	0.08322	0.033384	0	194.8088			194.8088	186.7072	185.1706	158.2875	192.5609	115.1881	167.3564	-2.0278			-2.0278	-2.5508	0.15261	-0.53399	-2.2412	27.2799	25.2019
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN_2.tab:TARA_B100002051	SAMEA2623463	ERS493938	SV Tara	TARA_20111230Z	TARA_142	High Volume Peristaltic Pump	TARA_20120109T1341Z_142_EVENT_PUMP	2012-01-09T13:41	25.5264	-88.394	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_142_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20120109T1341Z_142_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100002051	discrete depth	within the epipelagic zone (ENVO:00000209)	at the top of the photic zone (ENVO:00000209)	none	none	none	none	none	none	none	presence of a strong nutricline (ENVO:01000260) at the sampling location, with a change in nitrate concentrations of >10 micromoles per kilogramme between 10 m and the depth of the nutricline	presence of a weak peak in chlorophyll fluorescence at the sampling location			0.03998	0.042510904371738	0.061689430847764	0.000842629437102	0.017643342725933	0.087475186	0.071177387	24	71.9825744628906	77	48	60	150	151	117	160	13	606	975	24.9653	24.9846	24.9894	24.9996	24.954	25.0017	24.2695	24.973	10.4407	5.7897	36.3652	36.3671	36.3685	36.4	36.47	36.3697	36.948	36.3662	35.4337	35.0753	24.2575	24.2557	24.256	24.2826	24.3492	24.2569	24.9171	24.2561	27.0994	27.5204	1.66E-07	1.21E-07		0.00033758	0.0017045	1.93E-07	0.00032903		7.506E-06	1.515E-06	0.16732	0.16578	0.16578	0.13293	0.13011	0.17713	0.0019217	0.16761	0.020821	0.040949	194.3154	193.7605	194.2234	154.2092	152.373	193.1479	147.9592	193.9157	106.5425	148.5609	-2.0795	-1.9882	-1.8767	-2.1627	-2.1258	-2.2604	0.87488	-2.1489	27.0344	28.0729
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN_2.tab:TARA_B100002052	SAMEA2623488	ERS493981	SV Tara	TARA_20111230Z	TARA_142	Rosette Vertical Sampling System	TARA_20120109T2019Z_142_Combined-EVENTS_CAST	2012-01-09T20:17	25.6168	-88.4532	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	125	121	130	0.22	3	TARA_142_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20120109T2019Z_142_Combined-EVENTS_CAST_DCM_(125m)_SEQ-(100L)_W0.22-3_B100002052	discrete depth	within the epipelagic zone (ENVO:00000209)	within the aphotic zone (ENVO:00000210)	none	none	none	within a marine epipelagic wind mixed layer (ENVO:01000061)	none	none	none	presence of a weak nutricline (ENVO:01000260) at the sampling location, with a change in nitrate concentrations of 5-10 micromoles per kilogramme between 10 m and the depth of the nutricline	presence of a weak peak in chlorophyll fluorescence at the sampling location			0.039164	0.042309623211622	0.061748819425702	0.000807345873909	0.0177530227229	0.086039871	0.069833615	24	72.2246131896973	77	49	61	144	145	34	154	14	205	321	25.0013	24.9071	24.9093	24.951	24.9238	24.9097	24.2364	24.9778	21.1763	17.59	36.3431	36.3292	36.3293	36.3491	36.5068	36.329	36.9469	36.3387	36.999	36.5898	24.2299	24.2509	24.2511	24.2587	24.3857	24.2489	24.9259	24.234	25.8498	26.4773	1.986E-06	2.147E-06	9.3E-08	0.00062997	0.0019723	6.02E-07	0.00012096	2.2678E-05	7.61E-05	7.596E-06	0.16578	0.19743	0.19743	0.1299	0.1299	0.21538	0.039143	0.18188	0	0	196.0551	193.711	194.3466	160.0872	157.9811	194.5867	148.5861	195.3074	143.1204	158.8297	-2.2634	-1.1818	-0.093211	-0.24923	-0.027488	-1.5262	1.6779	-1.9898	3.3712	6.7571
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN_2.tab:TARA_B100002049	SAMEA2623513	ERS494006	SV Tara	TARA_20111230Z	TARA_142	Rosette Vertical Sampling System	TARA_20120110T1451Z_142_Combined-EVENTS_CAST	2012-01-10T14:49	25.6236	-88.45	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	640	636	645	0.22	3	TARA_142_MES_0.22-3	SEQ-(100L)_W0.22-3	TARA_20120110T1451Z_142_Combined-EVENTS_CAST_MES_(640m)_SEQ-(100L)_W0.22-3_B100002049	discrete depth	between 400-800 m, within the mesopelagic zone (ENVO:00000213)	within the aphotic zone (ENVO:00000210)	none	none	none	none	none	none	none	presence of a strong nutricline (ENVO:01000260) at the sampling location, with a change in nitrate concentrations of >10 micromoles per kilogramme between 10 m and the depth of the nutricline	none			0.039164	0.042309623211622	0.061748819425702	0.000807345873909	0.0177530227229	0.086039871	0.069833615	24	72.2246131896973	77	49	61	145	147	33	156	14	654	740	24.9252	24.9342	24.9369	24.9525	24.8279	24.9298	24.2421	24.9266	9.4673	7.9022	36.3459	36.3458	36.3457	36.3624	36.5893	36.3462	36.9479	36.3457	35.3026	35.1322	24.2552	24.255	24.255	24.2683	24.4772	24.2556	24.925	24.2549	27.1633	27.2756	8.9E-08	4.5E-08	6.1E-08	0.0002157	0.0019611	2.4E-08	0.00011157	6.2E-08	9.84E-06	1.3834E-05	0.14757	0.14541	0.14073	0.1299	0.1299	0.16578	0.040949	0.15146	0.0034451	0.040949	195.523	194.4291	195.1071	167.1175	152.0644	195.2242	148.8419	195.9662	107.3484	116.5718	-1.2021	0.46557	0.076707	-1.352	-0.28055	-0.48329	2.4657	0.016372	31.9271	32.8264
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN_2.tab:TARA_N000003118	SAMEA2623523	ERS494016	SV Tara	TARA_20111230Z	TARA_142	Rosette Vertical Sampling System	TARA_20120110T1451Z_142_Combined-EVENTS_CAST	2012-01-10T14:49	25.6236	-88.45	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	640	636	645	0.8	3	TARA_142_MES_0.8-3	SEQ-(100L-or-15min)_W0.8-3	TARA_20120110T1451Z_142_Combined-EVENTS_CAST_MES_(640m)_SEQ-(100L-or-15min)_W0.8-3_N000003118	discrete depth	between 400-800 m, within the mesopelagic zone (ENVO:00000213)	within the aphotic zone (ENVO:00000210)	none	none	none	none	none	none	none	presence of a strong nutricline (ENVO:01000260) at the sampling location, with a change in nitrate concentrations of >10 micromoles per kilogramme between 10 m and the depth of the nutricline	none			0.039164	0.042309623211622	0.061748819425702	0.000807345873909	0.0177530227229	0.086039871	0.069833615	24	72.2246131896973	77	49	61	145	147	33	156	14	654	740	24.9252	24.9342	24.9369	24.9525	24.8279	24.9298	24.2421	24.9266	9.4673	7.9022	36.3459	36.3458	36.3457	36.3624	36.5893	36.3462	36.9479	36.3457	35.3026	35.1322	24.2552	24.255	24.255	24.2683	24.4772	24.2556	24.925	24.2549	27.1633	27.2756	8.9E-08	4.5E-08	6.1E-08	0.0002157	0.0019611	2.4E-08	0.00011157	6.2E-08	9.84E-06	1.3834E-05	0.14757	0.14541	0.14073	0.1299	0.1299	0.16578	0.040949	0.15146	0.0034451	0.040949	195.523	194.4291	195.1071	167.1175	152.0644	195.2242	148.8419	195.9662	107.3484	116.5718	-1.2021	0.46557	0.076707	-1.352	-0.28055	-0.48329	2.4657	0.016372	31.9271	32.8264
datasets/TARA_SAMPLES_CONTEXT_ENV-WATERCOLUMN_2.tab:TARA_N000003149	SAMEA2623581	ERS494107	SV Tara	TARA_20111230Z	TARA_143	Rosette Vertical Sampling System	TARA_20120117T1507Z_143_Combined-EVENTS_CAST	2012-01-17T15:05	29.8556	-79.6493	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	300	296	305	0.8	3	TARA_143_MES_0.8-3	SEQ-(100L-or-15min)_W0.8-3	TARA_20120117T1507Z_143_Combined-EVENTS_CAST_MES_(300m)_SEQ-(100L-or-15min)_W0.8-3_N000003149	discrete depth	between 200-400 m, within the mesopelagic zone (ENVO:00000213)	within the aphotic zone (ENVO:00000210)	none	none	none	none	none	none	none	none	none		0.039504	0.045819	0.040853705257177	0.057210713624954	0.00104480155278	0.016766553744674	0.097003736	0.080137547	18	76.4653549194336	58	41	49	70	81	72	138	31	518	165	24.6212	24.6313	24.6332	24.6258	24.4423	24.498	22.98	24.6287	11.5761	21.6883	36.3925	36.3922	36.3929	36.4247	36.5488	36.5379	36.9099	36.3921	35.5652	37.0333	24.3828	24.3815	24.382	24.4096	24.5592	24.5336	25.268	24.3816	26.9945	25.7313	1.91E-07	4.17E-07	1.552E-06	0.00043537	3.6568E-05	0.00030909	0.00035525	1.31E-07	4.527E-06	2.9468E-05	0.11119	0.15197	0.15112	0.15065	0.16578	0.15804	0.040949	0.14484	0.040949	0.0032113	195.8603	196.0643	195.4445	192.6599	192.1833	192.5963	177.135	196.0574	120.0937	154.6058	-1.1963	-0.36717	0.18194	-1.0154	-0.91175	-0.83987	0.11796	0.030082	23.4682	2.1222
