Sample name	Cruise series	GEOTRACES section	Cruise ID	Cruise Station	Collection Date	Depth (m)	env_biome	env_feature	env_material	geo_loc_name	Latitude and Longitude	Bottle ID	NCBI BioProject	NCBI SRA Study	NCBI BioSample	NCBI SRA Accession	Total read pairs	NCBI SRA Accession for assembled metagenome contigs	Assembly method and version
S0536	HOT		HOT146	Station ALOHA	2003-03-28	175	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1460200304	PRJNA385855	SRP109831	SAMN07137033	SRR5720274	35956418	SRZ187114	metaSPAdes v3.9.0
S0537	HOT		HOT147	Station ALOHA	2003-04-23	5	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1470200314	PRJNA385855	SRP109831	SAMN07137034	SRR5720271	25313647	SRZ187115	metaSPAdes v3.9.0
S0538	HOT		HOT147	Station ALOHA	2003-04-23	125	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1470200306	PRJNA385855	SRP109831	SAMN07137035	SRR5720272	31854278	SRZ187116	metaSPAdes v3.9.0
S0539	HOT		HOT147	Station ALOHA	2003-04-23	175	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1470200304	PRJNA385855	SRP109831	SAMN07137036	SRR5720265	38669468	SRZ187117	metaSPAdes v3.9.0
S0540	HOT		HOT148	Station ALOHA	2003-05-20	5	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1480200316	PRJNA385855	SRP109831	SAMN07137037	SRR5720266	23802307	SRZ187118	metaSPAdes v3.9.0
S0541	HOT		HOT148	Station ALOHA	2003-05-20	115	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1480200307	PRJNA385855	SRP109831	SAMN07137038	SRR5720296	25392429	SRZ187119	metaSPAdes v3.9.0
S0542	HOT		HOT148	Station ALOHA	2003-05-20	175	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1480200304	PRJNA385855	SRP109831	SAMN07137039	SRR5720295	15276603	SRZ187120	metaSPAdes v3.9.0
S0543	HOT		HOT149	Station ALOHA	2003-06-19	5	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1490200314	PRJNA385855	SRP109831	SAMN07137040	SRR5720294	25687196	SRZ187121	metaSPAdes v3.9.0
S0544	HOT		HOT149	Station ALOHA	2003-06-19	100	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1490200308	PRJNA385855	SRP109831	SAMN07137041	SRR5720293	40651674	SRZ187122	metaSPAdes v3.9.0
S0545	HOT		HOT149	Station ALOHA	2003-06-19	175	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1490200304	PRJNA385855	SRP109831	SAMN07137042	SRR5720292	33191291	SRZ187123	metaSPAdes v3.9.0
S0546	HOT		HOT150	Station ALOHA	2003-07-19	5	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1500200314	PRJNA385855	SRP109831	SAMN07137043	SRR5720291	35506650	SRZ187124	metaSPAdes v3.9.0
S0547	HOT		HOT150	Station ALOHA	2003-07-19	125	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1500200306	PRJNA385855	SRP109831	SAMN07137044	SRR5720290	37928374	SRZ187125	metaSPAdes v3.9.0
S0548	HOT		HOT150	Station ALOHA	2003-07-19	175	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1500200304	PRJNA385855	SRP109831	SAMN07137045	SRR5720289	15341429	SRZ187126	metaSPAdes v3.9.0
S0549	HOT		HOT151	Station ALOHA	2003-08-20	5	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1510200316	PRJNA385855	SRP109831	SAMN07137046	SRR5720288	12150878	SRZ187127	metaSPAdes v3.9.0
S0550	HOT		HOT151	Station ALOHA	2003-08-20	115	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1510200307	PRJNA385855	SRP109831	SAMN07137047	SRR5720287	13236718	SRZ187128	metaSPAdes v3.9.0
S0551	HOT		HOT151	Station ALOHA	2003-08-20	175	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1510200304	PRJNA385855	SRP109831	SAMN07137048	SRR5720310	24098907	SRZ187129	metaSPAdes v3.9.0
S0552	HOT		HOT153	Station ALOHA	2003-11-09	5	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1530200314	PRJNA385855	SRP109831	SAMN07137049	SRR5720311	35891185	SRZ187130	metaSPAdes v3.10.1
S0553	HOT		HOT153	Station ALOHA	2003-11-09	100	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1530200308	PRJNA385855	SRP109831	SAMN07137050	SRR5720312	29558270	SRZ187131	metaSPAdes v3.10.1
S0554	HOT		HOT153	Station ALOHA	2003-11-09	175	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1530200304	PRJNA385855	SRP109831	SAMN07137051	SRR5720313	18120933	SRZ187132	metaSPAdes v3.10.1
S0555	HOT		HOT154	Station ALOHA	2003-12-20	5	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1540201018	PRJNA385855	SRP109831	SAMN07137052	SRR5720314	15653365	SRZ187133	metaSPAdes v3.10.1
S0556	HOT		HOT154	Station ALOHA	2003-12-20	85	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1540201010	PRJNA385855	SRP109831	SAMN07137053	SRR5720315	33827557	SRZ187134	metaSPAdes v3.10.1
S0557	HOT		HOT154	Station ALOHA	2003-12-20	175	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1540201004	PRJNA385855	SRP109831	SAMN07137054	SRR5720316	34235985	SRZ187135	metaSPAdes v3.10.1
S0558	HOT		HOT152	Station ALOHA	2003-10-14	10	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1520200320	PRJNA385855	SRP109831	SAMN07137055	SRR5720317	30146983	SRZ187136	metaSPAdes v3.10.1
S0559	HOT		HOT152	Station ALOHA	2003-10-14	100	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1520200308	PRJNA385855	SRP109831	SAMN07137056	SRR5720308	17632241	SRZ187137	metaSPAdes v3.10.1
S0560	HOT		HOT152	Station ALOHA	2003-10-14	175	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1520200304	PRJNA385855	SRP109831	SAMN07137057	SRR5720309	20542115	SRZ187138	metaSPAdes v3.10.1
S0561	HOT		HOT155	Station ALOHA	2004-01-21	5	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1550200314	PRJNA385855	SRP109831	SAMN07137058	SRR5720329	27896151	SRZ187139	metaSPAdes v3.10.1
S0562	HOT		HOT155	Station ALOHA	2004-01-21	100	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1550200308	PRJNA385855	SRP109831	SAMN07137059	SRR5720328	48913098	SRZ187140	metaSPAdes v3.10.1
S0563	HOT		HOT155	Station ALOHA	2004-01-21	175	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1550200304	PRJNA385855	SRP109831	SAMN07137060	SRR5720331	15289992	SRZ187141	metaSPAdes v3.10.1
S0564	HOT		HOT157	Station ALOHA	2004-03-19	10	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1570200323	PRJNA385855	SRP109831	SAMN07137061	SRR5720330	29804104	SRZ187142	metaSPAdes v3.10.1
S0565	HOT		HOT157	Station ALOHA	2004-03-19	115	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1570200316	PRJNA385855	SRP109831	SAMN07137062	SRR5720325	27717415	SRZ187143	metaSPAdes v3.10.1
S0566	HOT		HOT157	Station ALOHA	2004-03-19	175	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	1570200313	PRJNA385855	SRP109831	SAMN07137063	SRR5720324	22836170	SRZ187144	metaSPAdes v3.10.1
S0567	BATS		BATS175	BATS	2003-04-22	10	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1017500401	PRJNA385855	SRP109831	SAMN07137064	SRR5720327	27210818	SRZ187145	metaSPAdes v3.10.1
S0568	BATS		BATS175	BATS	2003-04-22	80	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1017500406	PRJNA385855	SRP109831	SAMN07137065	SRR5720326	37828867	SRZ187146	metaSPAdes v3.10.1
S0569	BATS		BATS175	BATS	2003-04-22	180	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1017500411	PRJNA385855	SRP109831	SAMN07137066	SRR5720333	27382064	SRZ187147	metaSPAdes v3.10.1
S0570	BATS		BATS181	BATS	2003-10-07	1	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1018100401	PRJNA385855	SRP109831	SAMN07137067	SRR5720332	22197442	SRZ187148	metaSPAdes v3.10.1
S0571	BATS		BATS181	BATS	2003-10-07	80	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1018100406	PRJNA385855	SRP109831	SAMN07137068	SRR5720340	22703083	SRZ187149	metaSPAdes v3.10.1
S0572	BATS		BATS181	BATS	2003-10-07	180	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1018100411	PRJNA385855	SRP109831	SAMN07137069	SRR5720341	30123808	SRZ187150	metaSPAdes v3.10.1
S0573	BATS		BATS184	BATS	2004-01-27	1	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1018400401	PRJNA385855	SRP109831	SAMN07137070	SRR5720338	36979656	SRZ187151	metaSPAdes v3.10.1
S0574	BATS		BATS184	BATS	2004-01-27	40	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1018400408	PRJNA385855	SRP109831	SAMN07137071	SRR5720339	39799254	SRZ187152	metaSPAdes v3.10.1
S0575	BATS		BATS184	BATS	2004-01-27	180	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1018400418	PRJNA385855	SRP109831	SAMN07137072	SRR5720336	35071483	SRZ187153	metaSPAdes v3.10.1
S0576	BATS		BATS186	BATS	2004-03-23	1	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1018600401	PRJNA385855	SRP109831	SAMN07137073	SRR5720337	21473448	SRZ187154	metaSPAdes v3.10.1
S0577	BATS		BATS186	BATS	2004-03-23	60	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1018600411	PRJNA385855	SRP109831	SAMN07137074	SRR5720334	30926179	SRZ187155	metaSPAdes v3.10.1
S0578	BATS		BATS186	BATS	2004-03-23	180	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1018600419	PRJNA385855	SRP109831	SAMN07137075	SRR5720335	34743413	SRZ187156	metaSPAdes v3.10.1
S0579	BATS		BATS195	BATS	2004-12-08	1	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1019500401	PRJNA385855	SRP109831	SAMN07137076	SRR5720342	31522929	SRZ187157	metaSPAdes v3.10.1
S0580	BATS		BATS195	BATS	2004-12-08	100	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1019500407	PRJNA385855	SRP109831	SAMN07137077	SRR5720343	28856326	SRZ187158	metaSPAdes v3.10.1
S0581	BATS		BATS195	BATS	2004-12-08	180	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1019500411	PRJNA385855	SRP109831	SAMN07137078	SRR5720234	26654563	SRZ187159	metaSPAdes v3.10.1
S0582	BATS		BATS173	BATS	2003-02-21	1	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1017300307	PRJNA385855	SRP109831	SAMN07137079	SRR5720233	20031665	SRZ187160	metaSPAdes v3.10.1
S0583	BATS		BATS173	BATS	2003-02-21	40	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1017300310	PRJNA385855	SRP109831	SAMN07137080	SRR5720232	27855946	SRZ187161	metaSPAdes v3.10.1
S0584	BATS		BATS173	BATS	2003-02-21	180	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1017300317	PRJNA385855	SRP109831	SAMN07137081	SRR5720231	27754160	SRZ187162	metaSPAdes v3.10.1
S0585	BATS		BATS174	BATS	2003-03-22	1	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1017400411	PRJNA385855	SRP109831	SAMN07137082	SRR5720238	26097780	SRZ187163	metaSPAdes v3.10.1
S0586	BATS		BATS174	BATS	2003-03-22	80	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1017400416	PRJNA385855	SRP109831	SAMN07137083	SRR5720237	27661750	SRZ187164	metaSPAdes v3.10.1
S0587	BATS		BATS174	BATS	2003-03-22	180	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1017400421	PRJNA385855	SRP109831	SAMN07137084	SRR5720236	40112857	SRZ187165	metaSPAdes v3.10.1
S0588	BATS		BATS178	BATS	2003-07-15	10	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1017800407	PRJNA385855	SRP109831	SAMN07137085	SRR5720235	13300975	SRZ187166	metaSPAdes v3.10.1
S0589	BATS		BATS178	BATS	2003-07-15	120	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1017800414	PRJNA385855	SRP109831	SAMN07137086	SRR5720230	33880679	SRZ187167	metaSPAdes v3.10.1
S0590	BATS		BATS178	BATS	2003-07-15	180	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1017800417	PRJNA385855	SRP109831	SAMN07137087	SRR5720229	33805701	SRZ187168	metaSPAdes v3.10.1
S0591	BATS		BATS179	BATS	2003-08-12	10	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1017900401	PRJNA385855	SRP109831	SAMN07137088	SRR5720286	12732789	SRZ187169	metaSPAdes v3.10.1
S0592	BATS		BATS179	BATS	2003-08-12	100	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1017900410	PRJNA385855	SRP109831	SAMN07137089	SRR5720285	40710568	SRZ187170	metaSPAdes v3.10.1
S0593	BATS		BATS179	BATS	2003-08-12	160	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1017900413	PRJNA385855	SRP109831	SAMN07137090	SRR5720255	37218319	SRZ187171	metaSPAdes v3.10.1
S0594	BATS		BATS187	BATS	2004-04-21	1	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1018700501	PRJNA385855	SRP109831	SAMN07137091	SRR5720256	35777935	SRZ187172	metaSPAdes v3.10.1
S0595	BATS		BATS187	BATS	2004-04-21	40	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1018700504	PRJNA385855	SRP109831	SAMN07137092	SRR5720249	42389421	SRZ187173	metaSPAdes v3.10.1
S0596	BATS		BATS187	BATS	2004-04-21	180	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1018700511	PRJNA385855	SRP109831	SAMN07137093	SRR5720250	47629264	SRZ187174	metaSPAdes v3.10.1
S0597	BATS		BATS192	BATS	2004-09-14	1	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1019200501	PRJNA385855	SRP109831	SAMN07137094	SRR5720251	17374067	SRZ187175	metaSPAdes v3.10.1
S0598	BATS		BATS192	BATS	2004-09-14	100	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1019200507	PRJNA385855	SRP109831	SAMN07137095	SRR5720252	30163252	SRZ187176	metaSPAdes v3.10.1
S0599	BATS		BATS192	BATS	2004-09-14	180	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1019200511	PRJNA385855	SRP109831	SAMN07137096	SRR5720344	23249078	SRZ187177	metaSPAdes v3.10.1
S0600	BATS		BATS193	BATS	2004-10-13	1	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1019300401	PRJNA385855	SRP109831	SAMN07137097	SRR5720307	18278548	SRZ187178	metaSPAdes v3.10.1
S0601	BATS		BATS193	BATS	2004-10-13	100	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1019300407	PRJNA385855	SRP109831	SAMN07137098	SRR5720280	37895083	SRZ187179	metaSPAdes v3.10.1
S0602	BATS		BATS193	BATS	2004-10-13	180	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1019300411	PRJNA385855	SRP109831	SAMN07137099	SRR5720279	31018220	SRZ187180	metaSPAdes v3.10.1
S0603	BATS		BATS194	BATS	2004-11-12	1	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1019400401	PRJNA385855	SRP109831	SAMN07137100	SRR5720278	24861137	SRZ187181	metaSPAdes v3.10.1
S0604	BATS		BATS194	BATS	2004-11-12	80	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1019400406	PRJNA385855	SRP109831	SAMN07137101	SRR5720277	30565919	SRZ187182	metaSPAdes v3.10.1
S0605	BATS		BATS194	BATS	2004-11-12	180	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1019400411	PRJNA385855	SRP109831	SAMN07137102	SRR5720284	32686035	SRZ187183	metaSPAdes v3.10.1
S0606	BATS		BATS176	BATS	2003-05-20	1	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1017600501	PRJNA385855	SRP109831	SAMN07137103	SRR5720283	21770198	SRZ187184	metaSPAdes v3.10.1
S0607	BATS		BATS176	BATS	2003-05-20	100	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1017600513	PRJNA385855	SRP109831	SAMN07137104	SRR5720282	31485248	SRZ187185	metaSPAdes v3.10.1
S0608	BATS		BATS176	BATS	2003-05-20	180	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1017600517	PRJNA385855	SRP109831	SAMN07137105	SRR5720281	33845957	SRZ187186	metaSPAdes v3.10.1
S0609	BATS		BATS182	BATS	2003-11-04	1	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1018200401	PRJNA385855	SRP109831	SAMN07137106	SRR5720276	24558490	SRZ187187	metaSPAdes v3.10.1
S0610	BATS		BATS182	BATS	2003-11-04	80	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1018200406	PRJNA385855	SRP109831	SAMN07137107	SRR5720275	39505982	SRZ187188	metaSPAdes v3.10.1
S0611	BATS		BATS182	BATS	2003-11-04	180	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1018200411	PRJNA385855	SRP109831	SAMN07137108	SRR5720261	29153986	SRZ187189	metaSPAdes v3.10.1
S0612	BATS		BATS183	BATS	2003-12-02	1	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1018300401	PRJNA385855	SRP109831	SAMN07137109	SRR5720262	22769159	SRZ187190	metaSPAdes v3.10.1
S0613	BATS		BATS183	BATS	2003-12-02	100	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1018300410	PRJNA385855	SRP109831	SAMN07137110	SRR5720263	31385119	SRZ187191	metaSPAdes v3.10.1
S0614	BATS		BATS183	BATS	2003-12-02	180	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1018300414	PRJNA385855	SRP109831	SAMN07137111	SRR5720264	18682062	SRZ187192	metaSPAdes v3.10.1
S0615	BATS		BATS188	BATS	2004-05-18	10	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1018800504	PRJNA385855	SRP109831	SAMN07137112	SRR5720257	14907037	SRZ187193	metaSPAdes v3.10.1
S0616	BATS		BATS188	BATS	2004-05-18	80	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1018800509	PRJNA385855	SRP109831	SAMN07137113	SRR5720258	21495920	SRZ187194	metaSPAdes v3.10.1
S0617	BATS		BATS188	BATS	2004-05-18	180	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1018800514	PRJNA385855	SRP109831	SAMN07137114	SRR5720259	64480797	SRZ187195	metaSPAdes v3.10.1
S0618	BATS		BATS189	BATS	2004-06-15	10	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1018900301	PRJNA385855	SRP109831	SAMN07137115	SRR5720260	12568946	SRZ187196	metaSPAdes v3.10.1
S0619	BATS		BATS189	BATS	2004-06-15	100	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1018900309	PRJNA385855	SRP109831	SAMN07137116	SRR5720253	20315575	SRZ187197	metaSPAdes v3.10.1
S0620	BATS		BATS189	BATS	2004-06-15	180	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1018900313	PRJNA385855	SRP109831	SAMN07137117	SRR5720254	51753735	SRZ187198	metaSPAdes v3.10.1
S0621	BATS		BATS191	BATS	2004-08-17	1	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1019100604	PRJNA385855	SRP109831	SAMN07137118	SRR5720321	22106643	SRZ187199	metaSPAdes v3.10.1
S0622	BATS		BATS191	BATS	2004-08-17	120	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1019100611	PRJNA385855	SRP109831	SAMN07137119	SRR5720320	52129751	SRZ187200	metaSPAdes v3.10.1
S0623	BATS		BATS191	BATS	2004-08-17	180	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1019100614	PRJNA385855	SRP109831	SAMN07137120	SRR5720323	37421267	SRZ187201	metaSPAdes v3.10.1
S0624	BATS		BATS185	BATS	2004-02-24	1	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1018500501	PRJNA385855	SRP109831	SAMN07137121	SRR5720322	32403141	SRZ187202	metaSPAdes v3.10.1
S0625	BATS		BATS185	BATS	2004-02-24	40	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1018500504	PRJNA385855	SRP109831	SAMN07137122	SRR5720319	33499189	SRZ187203	metaSPAdes v3.10.1
S0626	BATS		BATS185	BATS	2004-02-24	180	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1018500511	PRJNA385855	SRP109831	SAMN07137123	SRR5720318	34361585	SRZ187204	metaSPAdes v3.10.1
S0627	HOT		HOT214	Station ALOHA	2009-08-19	5	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	2140200308	PRJNA385855	SRP109831	SAMN08390922	SRR6507277	53778607	SRZ187076	metaSPAdes v3.10.1
S0628	HOT		HOT216	Station ALOHA	2009-11-04	100	ocean_biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	22.75 N 158 W	2160200304	PRJNA385855	SRP109831	SAMN08390923	SRR6507278	52916530	SRZ187075	metaSPAdes v3.10.1
S0629	BATS		BATS248	BATS	2009-07-14	10	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1024800503	PRJNA385855	SRP109831	SAMN08390924	SRR6507279	50232751	SRZ187077	metaSPAdes v3.10.1
S0630	BATS		BATS252	BATS	2009-11-07	100	ocean_biome	ocean	water	Atlantic Ocean: Sargasso Sea, BATS	31.66 N 64.16 W	1025200510	PRJNA385855	SRP109831	SAMN08390925	SRR6507280	86024360	SRZ187078	metaSPAdes v3.10.1
