PARAMETER	Sample ID	Sample ID	Sample ID	Station label	Event label	Environmental feature	Depth, nominal	Depth, top/min	Depth, bottom/max	Size fraction, lower threshold	Size fraction, upper threshold	Sample material	Sample method	Sample code/label	Analysis ID	Analysis method	Analysis method	Analysis method	Analysis label	Analysis ID	Analysis ID	Analysis label	Uniform resource locator/link to metadata file	Uniform resource locator/link to metadata file
954	TARA_Y100001970	SAMEA2622695	ERS492704	TARA_122	TARA_20110728T1718Z_122_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	115	112	117	0.22	0.45	TARA_122_DCM_0.22-0.45	SEQ-(dry)_W0.22-0.45	TARA_20110728T1718Z_122_Combined-EVENTS_CAST_DCM_(115m)_SEQ-(dry)_W0.22-0.45_Y100001970	PRJEB1788	Girus_DNA_ext		MetaG	ANB_ACXIOSF_r1	ERX552243	ERR594304	run_ANB_ACXIOSF_4_D1122ACXX.IND5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594304/ERR594304_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594304/ERR594304_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594304
957	TARA_Y100001960	SAMEA2622737	ERS492782	TARA_123	TARA_20110801T1755Z_123_Combined-EVENTS_CAST	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	150	148	152	0.22	0.45	TARA_123_MIX_0.22-0.45	SEQ-(dry)_W0.22-0.45	TARA_20110801T1755Z_123_Combined-EVENTS_CAST_MIX_(150m)_SEQ-(dry)_W0.22-0.45_Y100001960	PRJEB1788	Girus_DNA_ext		MetaG	ANB_ADDIOSF_r1	ERX552281	ERR594337	run_ANB_ADDIOSF_2_C0URUACXX.IND8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594337/ERR594337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594337/ERR594337_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594337
958	TARA_Y100001958	SAMEA2622715	ERS492738	TARA_123	TARA_20110731T1720Z_123_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	0.45	TARA_123_SRF_0.22-0.45	SEQ-(dry)_W0.22-0.45	TARA_20110731T1720Z_123_EVENT_PUMP_SRF_(5m)_SEQ-(dry)_W0.22-0.45_Y100001958	PRJEB1788	Girus_DNA_ext		MetaG	ANB_ADEIOSF_r1	ERX552297	ERR594326	run_ANB_ADEIOSF_3_C0V08ACXX.IND9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594326/ERR594326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594326/ERR594326_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594326
962	TARA_Y100001949	SAMEA2622677	ERS492684	TARA_122	TARA_20110727T1932Z_122_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	600	598	602	0.22	0.45	TARA_122_MES_0.22-0.45	SEQ-(dry)_W0.22-0.45	TARA_20110727T1932Z_122_Combined-EVENTS_CAST_MES_(600m)_SEQ-(dry)_W0.22-0.45_Y100001949	PRJEB1788	Girus_DNA_ext		MetaG	ANB_ADIIOSF_r1	ERX552242	ERR594305	run_ANB_ADIIOSF_3_C0URUACXX.IND2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594305/ERR594305_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594305/ERR594305_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594305
966	TARA_Y100001936	SAMEA2622800	ERS492867	TARA_124	TARA_20110805T1733Z_124_Combined-EVENTS_CAST	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	120	118	122	0.22	0.45	TARA_124_MIX_0.22-0.45	SEQ-(dry)_W0.22-0.45	TARA_20110805T1733Z_124_Combined-EVENTS_CAST_MIX_(120m)_SEQ-(dry)_W0.22-0.45_Y100001936	PRJEB1788	Girus_DNA_ext		MetaG	ANB_ADNIOSF_r1	ERX552239	ERR594343	run_ANB_ADNIOSF_8_D1122ACXX.IND2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594343/ERR594343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594343/ERR594343_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594343
967	TARA_Y100001935	SAMEA2622764	ERS492819	TARA_124	TARA_20110804T1833Z_124_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	0.45	TARA_124_SRF_0.22-0.45	SEQ-(dry)_W0.22-0.45	TARA_20110804T1833Z_124_EVENT_PUMP_SRF_(5m)_SEQ-(dry)_W0.22-0.45_Y100001935	PRJEB1788	Girus_DNA_ext		MetaG	ANB_ADPIOSF_r1	ERX552241	ERR594311	run_ANB_ADPIOSF_6_D1122ACXX.IND3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594311/ERR594311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594311/ERR594311_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594311
972	TARA_Y100000591	SAMEA2622842	ERS492931	TARA_125	TARA_20110809T1708Z_125_Combined-EVENTS_CAST	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	140	138	142	0.22	0.45	TARA_125_MIX_0.22-0.45	SEQ-(dry)_W0.22-0.45	TARA_20110809T1708Z_125_Combined-EVENTS_CAST_MIX_(140m)_SEQ-(dry)_W0.22-0.45_Y100000591	PRJEB1788	Girus_DNA_ext		MetaG	ANB_ADXIOSF_r1	ERX552256	ERR594342	run_ANB_ADXIOSF_2_C0UVEACXX.IND8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594342/ERR594342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594342/ERR594342_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594342
973	TARA_Y100000590	SAMEA2622822	ERS492893	TARA_125	TARA_20110808T1733Z_125_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	0.45	TARA_125_SRF_0.22-0.45	SEQ-(dry)_W0.22-0.45	TARA_20110808T1733Z_125_EVENT_PUMP_SRF_(5m)_SEQ-(dry)_W0.22-0.45_Y100000590	PRJEB1788	Girus_DNA_ext		MetaG	ANB_AEAIOSF_r1	ERX552287	ERR594339	run_ANB_AEAIOSF_3_C0UVEACXX.IND9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594339/ERR594339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594339/ERR594339_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594339
928	TARA_Y100000385	SAMEA2620980	ERS490193	TARA_067	TARA_20100907T0619Z_067_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.45	0.8	TARA_067_SRF_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20100907T0619Z_067_EVENT_PUMP_SRF_(5m)_SEQ-(dry)_W0.45-0.8_Y100000385	PRJEB1788	Girus_DNA_ext		MetaG	ANB_ABQIOSF_r2	ERX552261	ERR594325	run_ANB_ABQIOSF_5_C077RACXX.IND2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594325/ERR594325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594325/ERR594325_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594325
930	TARA_Y100000739	SAMEA2621021	ERS490273	TARA_068	TARA_20100914T0655Z_068_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.45	0.8	TARA_068_SRF_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20100914T0655Z_068_EVENT_PUMP_SRF_(5m)_SEQ-(dry)_W0.45-0.8_Y100000739	PRJEB1788	Girus_DNA_ext		MetaG	ANB_ABSIOSF_r2	ERX552277	ERR594297	run_ANB_ABSIOSF_6_C077RACXX.IND3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594297/ERR594297_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594297/ERR594297_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594297
931	TARA_Y100000758	SAMEA2621003	ERS490238	TARA_068	TARA_20100913T1303Z_068_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	700	696	705	0.45	0.8	TARA_068_MES_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20100913T1303Z_068_Combined-EVENTS_CAST_MES_(700m)_SEQ-(dry)_W0.45-0.8_Y100000758	PRJEB1788	Girus_DNA_ext		MetaG	ANB_ABTIOSF_r1	ERX552301	ERR594302	run_ANB_ABTIOSF_4_C06Y9ACXX.IND12	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594302/ERR594302_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594302/ERR594302_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594302
932	TARA_Y100000746	SAMEA2621045	ERS490304	TARA_068	TARA_20100914T1330Z_068_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	48	52	0.45	0.8	TARA_068_DCM_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20100914T1330Z_068_EVENT_PUMP_DCM_(50m)_SEQ-(dry)_W0.45-0.8_Y100000746	PRJEB1788	Girus_DNA_ext		MetaG	ANB_ABVIOSF_r1	ERX552258	ERR594348	run_ANB_ABVIOSF_5_C06Y9ACXX.IND8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594348/ERR594348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594348/ERR594348_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594348
935	TARA_Y100000766	SAMEA2621076	ERS490337	TARA_070	TARA_20100921T0655Z_070_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.45	0.8	TARA_070_SRF_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20100921T0655Z_070_EVENT_PUMP_SRF_(5m)_SEQ-(dry)_W0.45-0.8_Y100000766	PRJEB1788	Girus_DNA_ext		MetaG	ANB_ACBIOSF_r1	ERX552298	ERR594335	run_ANB_ACBIOSF_3_D0EFNACXX.IND2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594335/ERR594335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594335/ERR594335_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594335
936	TARA_Y100000780	SAMEA2621101	ERS490382	TARA_070	TARA_20100922T0637Z_070_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	785	812	0.45	0.8	TARA_070_MES_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20100922T0637Z_070_Combined-EVENTS_CAST_MES_(800m)_SEQ-(dry)_W0.45-0.8_Y100000780	PRJEB1788	Girus_DNA_ext		MetaG	ANB_ACCIOSF_r1	ERX552300	ERR594331	run_ANB_ACCIOSF_4_D0EFNACXX.IND10	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594331/ERR594331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594331/ERR594331_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594331
940	TARA_Y100000813	SAMEA2621204	ERS490548	TARA_076	TARA_20101016T0955Z_076_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.45	0.8	TARA_076_SRF_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20101016T0955Z_076_EVENT_PUMP_SRF_(5m)_SEQ-(dry)_W0.45-0.8_Y100000813	PRJEB1788	Girus_DNA_ext		MetaG	ANB_ACFIOSF_r1	ERX552272	ERR594286	run_ANB_ACFIOSF_8_C077RACXX.IND8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594286/ERR594286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594286/ERR594286_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594286
941	TARA_Y100000815	SAMEA2621242	ERS490643	TARA_076	TARA_20101017T0905Z_076_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	798	802	0.45	0.8	TARA_076_MES_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20101017T0905Z_076_Combined-EVENTS_CAST_MES_(800m)_SEQ-(dry)_W0.45-0.8_Y100000815	PRJEB1788	Girus_DNA_ext		MetaG	ANB_ACGIOSF_r1	ERX552260	ERR594333	run_ANB_ACGIOSF_1_C08PCACXX.IND3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594333/ERR594333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594333/ERR594333_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594333
942	TARA_Y100000814	SAMEA2621222	ERS490603	TARA_076	TARA_20101016T1700Z_076_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	150	148	152	0.45	0.8	TARA_076_DCM_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20101016T1700Z_076_Combined-EVENTS_CAST_DCM_(150m)_SEQ-(dry)_W0.45-0.8_Y100000814	PRJEB1788	Girus_DNA_ext		MetaG	ANB_ACHIOSF_r1	ERX552282	ERR594298	run_ANB_ACHIOSF_5_C0BW0ACXX.IND12	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594298/ERR594298_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594298/ERR594298_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594298
945	TARA_Y100000991	SAMEA2621260	ERS490665	TARA_078	TARA_20101104T1015Z_078_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.45	0.8	TARA_078_SRF_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20101104T1015Z_078_EVENT_PUMP_SRF_(5m)_SEQ-(dry)_W0.45-0.8_Y100000991	PRJEB1788	Girus_DNA_ext		MetaG	ANB_ACLIOSF_r1	ERX552254	ERR594332	run_ANB_ACLIOSF_4_C08PCACXX.IND9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594332/ERR594332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594332/ERR594332_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594332
946	TARA_Y100001001	SAMEA2621295	ERS490722	TARA_078	TARA_20101105T1235Z_078_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	798	802	0.45	0.8	TARA_078_MES_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20101105T1235Z_078_Combined-EVENTS_CAST_MES_(800m)_SEQ-(dry)_W0.45-0.8_Y100001001	PRJEB1788	Girus_DNA_ext		MetaG	ANB_ACMIOSF_r1	ERX552271	ERR594289	run_ANB_ACMIOSF_5_C08PCACXX.IND10	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594289/ERR594289_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594289/ERR594289_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594289
947	TARA_Y100000994	SAMEA2621278	ERS490697	TARA_078	TARA_20101104T1816Z_078_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	120	118	122	0.45	0.8	TARA_078_DCM_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20101104T1816Z_078_Combined-EVENTS_CAST_DCM_(120m)_SEQ-(dry)_W0.45-0.8_Y100000994	PRJEB1788	Girus_DNA_ext		MetaG	ANB_ACNIOSF_r1	ERX552253	ERR594303	run_ANB_ACNIOSF_6_C08PCACXX.IND11	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594303/ERR594303_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594303/ERR594303_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594303
951	TARA_Y100001978	SAMEA2622658	ERS492648	TARA_122	TARA_20110726T1710Z_122_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.45	0.8	TARA_122_SRF_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20110726T1710Z_122_EVENT_PUMP_SRF_(5m)_SEQ-(dry)_W0.45-0.8_Y100001978	PRJEB1788	Girus_DNA_ext		MetaG	ANB_ACSIOSF_r1	ERX552238	ERR594306	run_ANB_ACSIOSF_1_C0URUACXX.IND2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594306/ERR594306_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594306/ERR594306_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594306
955	TARA_Y100001968	SAMEA2622696	ERS492705	TARA_122	TARA_20110728T1718Z_122_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	115	112	117	0.45	0.8	TARA_122_DCM_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20110728T1718Z_122_Combined-EVENTS_CAST_DCM_(115m)_SEQ-(dry)_W0.45-0.8_Y100001968	PRJEB1788	Girus_DNA_ext		MetaG	ANB_ADAIOSF_r1	ERX552275	ERR594301	run_ANB_ADAIOSF_1_C0V08ACXX.IND6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594301/ERR594301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594301/ERR594301_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594301
959	TARA_Y100001956	SAMEA2622738	ERS492783	TARA_123	TARA_20110801T1755Z_123_Combined-EVENTS_CAST	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	150	148	152	0.45	0.8	TARA_123_MIX_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20110801T1755Z_123_Combined-EVENTS_CAST_MIX_(150m)_SEQ-(dry)_W0.45-0.8_Y100001956	PRJEB1788	Girus_DNA_ext		MetaG	ANB_ADFIOSF_r1	ERX552268	ERR594319	run_ANB_ADFIOSF_5_C0V08ACXX.IND10	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594319/ERR594319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594319/ERR594319_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594319
960	TARA_Y100001954	SAMEA2622716	ERS492739	TARA_123	TARA_20110731T1720Z_123_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.45	0.8	TARA_123_SRF_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20110731T1720Z_123_EVENT_PUMP_SRF_(5m)_SEQ-(dry)_W0.45-0.8_Y100001954	PRJEB1788	Girus_DNA_ext		MetaG	ANB_ADGIOSF_r1	ERX552262	ERR594347	run_ANB_ADGIOSF_6_C0V08ACXX.IND11	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594347/ERR594347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594347/ERR594347_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594347
963	TARA_Y100001947	SAMEA2622678	ERS492685	TARA_122	TARA_20110727T1932Z_122_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	600	598	602	0.45	0.8	TARA_122_MES_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20110727T1932Z_122_Combined-EVENTS_CAST_MES_(600m)_SEQ-(dry)_W0.45-0.8_Y100001947	PRJEB1788	Girus_DNA_ext		MetaG	ANB_ADKIOSF_r1	ERX552293	ERR594322	run_ANB_ADKIOSF_7_C0V08ACXX.IND12	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594322/ERR594322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594322/ERR594322_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594322
968	TARA_Y100001934	SAMEA2622801	ERS492868	TARA_124	TARA_20110805T1733Z_124_Combined-EVENTS_CAST	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	120	118	122	0.45	0.8	TARA_124_MIX_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20110805T1733Z_124_Combined-EVENTS_CAST_MIX_(120m)_SEQ-(dry)_W0.45-0.8_Y100001934	PRJEB1788	Girus_DNA_ext		MetaG	ANB_ADQIOSF_r1	ERX552284	ERR594338	run_ANB_ADQIOSF_7_D1122ACXX.IND4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594338/ERR594338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594338/ERR594338_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594338
969	TARA_Y100001933	SAMEA2622765	ERS492820	TARA_124	TARA_20110804T1833Z_124_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.45	0.8	TARA_124_SRF_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20110804T1833Z_124_EVENT_PUMP_SRF_(5m)_SEQ-(dry)_W0.45-0.8_Y100001933	PRJEB1788	Girus_DNA_ext		MetaG	ANB_ADRIOSF_r1	ERX552257	ERR594296	run_ANB_ADRIOSF_8_C0V08ACXX.IND5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594296/ERR594296_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594296/ERR594296_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594296
974	TARA_Y100000589	SAMEA2622843	ERS492932	TARA_125	TARA_20110809T1708Z_125_Combined-EVENTS_CAST	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	140	138	142	0.45	0.8	TARA_125_MIX_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20110809T1708Z_125_Combined-EVENTS_CAST_MIX_(140m)_SEQ-(dry)_W0.45-0.8_Y100000589	PRJEB1788	Girus_DNA_ext		MetaG	ANB_AEBIOSF_r1	ERX552249	ERR594300	run_ANB_AEBIOSF_4_C0UVEACXX.IND10	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594300/ERR594300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594300/ERR594300_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594300
975	TARA_Y100000588	SAMEA2622823	ERS492894	TARA_125	TARA_20110808T1733Z_125_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.45	0.8	TARA_125_SRF_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20110808T1733Z_125_EVENT_PUMP_SRF_(5m)_SEQ-(dry)_W0.45-0.8_Y100000588	PRJEB1788	Girus_DNA_ext		MetaG	ANB_AECIOSF_r1	ERX552276	ERR594323	run_ANB_AECIOSF_5_C0UVEACXX.IND11	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594323/ERR594323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594323/ERR594323_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594323
910	TARA_X000000950	SAMEA2619531	ERS488119	TARA_009	TARA_20090928T1218Z_009_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	9	3	15	0.22	1.6	TARA_009_SRF_0.22-1.6	SEQ-(dry)_W0.22-1.6	TARA_20090928T1218Z_009_EVENT_PUMP_SRF_(9m)_SEQ-(dry)_W0.22-1.6_X000000950	PRJEB1788	Girus_DNA_ext		MetaG	ANB_ABAIOSF_r1	ERX552248	ERR594317	run_ANB_ABAIOSF_1_C177WACXX.IND1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594317/ERR594317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594317/ERR594317_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594317
911	TARA_X000000950	SAMEA2619531	ERS488119	TARA_009	TARA_20090928T1218Z_009_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	9	3	15	0.22	1.6	TARA_009_SRF_0.22-1.6	SEQ-(dry)_W0.22-1.6	TARA_20090928T1218Z_009_EVENT_PUMP_SRF_(9m)_SEQ-(dry)_W0.22-1.6_X000000950	PRJEB1788	Girus_DNA_ext		MetaG	ANB_ABAIOSF_r1	ERX552251	ERR594316	run_ANB_ABAIOSF_3_D074KACXX.IND1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594316/ERR594316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594316/ERR594316_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594316
912	TARA_X000000950	SAMEA2619531	ERS488119	TARA_009	TARA_20090928T1218Z_009_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	9	3	15	0.22	1.6	TARA_009_SRF_0.22-1.6	SEQ-(dry)_W0.22-1.6	TARA_20090928T1218Z_009_EVENT_PUMP_SRF_(9m)_SEQ-(dry)_W0.22-1.6_X000000950	PRJEB1788	Girus_DNA_ext		MetaG	ANB_ABAIOSF_r1	ERX552288	ERR594288	run_ANB_ABAIOSF_7_D172HACXX.IND1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594288/ERR594288_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594288/ERR594288_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594288
913	TARA_X000001036	SAMEA2619548	ERS488147	TARA_009	TARA_20090928T1659Z_009_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	55	50	60	0.22	1.6	TARA_009_DCM_0.22-1.6	SEQ-(dry)_W0.22-1.6	TARA_20090928T1659Z_009_EVENT_PUMP_DCM_(55m)_SEQ-(dry)_W0.22-1.6_X000001036	PRJEB1788	Girus_DNA_ext		MetaG	ANB_ABBIOSF_r1	ERX552303	ERR594329	run_ANB_ABBIOSF_1_C120YACXX.IND3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594329/ERR594329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594329/ERR594329_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594329
